image_path,label,mean_intensity,variance,median_intensity,min_intensity,max_intensity,entropy,edge_density,contrast,smoothness,skewness,kurtosis
chest_xray_split/train\PNEUMONIA\person1312_bacteria_3314.jpeg,PNEUMONIA,139.22903439153438,3053.2189387501417,160.0,0,255,7.1984954,0.003323963844797178,3053.2189387501417,0.9996725840484739,-179141.8934928841,2.918749538097795
chest_xray_split/train\PNEUMONIA\person1312_bacteria_3317.jpeg,PNEUMONIA,128.32852448744188,3349.860978312264,146.0,0,255,7.2513742,0.0021069303753555816,3349.860978312264,0.9997015692365419,-147204.18113231476,2.2291097386497034
chest_xray_split/train\PNEUMONIA\person1312_bacteria_3318.jpeg,PNEUMONIA,128.32852448744188,3349.860978312264,146.0,0,255,7.2513742,0.0021069303753555816,3349.860978312264,0.9997015692365419,-147204.18113231476,2.2291097386497034
chest_xray_split/train\PNEUMONIA\person1312_bacteria_3319.jpeg,PNEUMONIA,134.70049724278243,2801.629788611565,153.0,0,255,7.1787195,0.002509229083812049,2801.629788611565,0.9996431922603323,-149175.6515767073,2.8636366216940226
chest_xray_split/train\PNEUMONIA\person1312_virus_2261.jpeg,PNEUMONIA,136.7392080587786,5472.74568650218,155.0,0,255,7.3462324,0.00419069020675166,5472.74568650218,0.9998173097441363,-249654.1620471242,2.1454133694079087
chest_xray_split/train\PNEUMONIA\person1313_bacteria_3320.jpeg,PNEUMONIA,115.29843614339144,4983.304622629488,122.0,0,255,7.3755755,0.0028760101516062246,4983.304622629488,0.9997993702079404,-109641.58474160555,1.8531969657454235
chest_xray_split/train\PNEUMONIA\person1314_virus_2269.jpeg,PNEUMONIA,128.48992812842653,3795.7693869757154,149.0,0,255,7.363263,0.004183585183662281,3795.7693869757154,0.9997366181882338,-160789.77600310114,2.178283447337596
chest_xray_split/train\PNEUMONIA\person1315_bacteria_3322.jpeg,PNEUMONIA,114.30038993067899,5181.804587921188,131.0,0,255,7.236923,0.004762486669036616,5181.804587921188,0.9998070542728293,-155690.78232816508,1.7734564855845483
chest_xray_split/train\PNEUMONIA\person1316_bacteria_3326.jpeg,PNEUMONIA,90.20934863724854,2734.3216703901317,85.0,0,255,7.4493194,0.016046804023361453,2734.3216703901317,0.9996344122847324,12949.574342179596,1.6900502151880867
chest_xray_split/train\PNEUMONIA\person1317_bacteria_3332.jpeg,PNEUMONIA,133.21224777048948,1518.0148474107227,148.0,0,214,6.969018,0.0078039661103532975,1518.0148474107227,0.9993416785874709,-57795.33518216446,3.144457778804798
chest_xray_split/train\PNEUMONIA\person1317_virus_2273.jpeg,PNEUMONIA,133.48204506802722,4550.251926770076,153.0,0,255,7.4780507,0.0032833758503401362,4550.251926770076,0.9997802802358362,-229553.7749435729,2.334798590348662
chest_xray_split/train\PNEUMONIA\person1318_bacteria_3334.jpeg,PNEUMONIA,184.17162874853102,4707.217523959125,212.0,0,255,6.8241177,0.0033435768698060944,4707.217523959125,0.9997876053952667,-566525.8243056221,4.6130857774480285
chest_xray_split/train\PNEUMONIA\person1318_bacteria_3335.jpeg,PNEUMONIA,152.07465216509036,2436.477035676377,169.0,0,255,6.9031,0.0007260346085074346,2436.477035676377,0.9995897397245744,-184763.72259372394,4.514016796250835
chest_xray_split/train\PNEUMONIA\person1319_virus_2276.jpeg,PNEUMONIA,120.25369813952513,5512.815095734161,141.0,0,255,7.161194,0.002939109824649719,5512.815095734161,0.999818637371287,-180874.69580214148,1.7606697329262733
chest_xray_split/train\PNEUMONIA\person131_bacteria_629.jpeg,PNEUMONIA,125.49228134384384,2224.8899241560807,131.0,0,255,7.426011,0.006510416666666667,2224.8899241560807,0.9995507414858446,-48492.159664553394,2.4059803629613867
chest_xray_split/train\PNEUMONIA\person1320_bacteria_3339.jpeg,PNEUMONIA,126.88462037496326,5161.509064659446,143.0,0,255,7.381055,0.002743675595238095,5161.509064659446,0.9998062957396345,-183808.74544665878,1.9459608614080302
chest_xray_split/train\PNEUMONIA\person1320_bacteria_3340.jpeg,PNEUMONIA,134.80627785954584,2927.9574196927697,157.0,0,255,7.1789894,0.0017993061396131202,2927.9574196927697,0.9996585815849434,-125618.05989471247,2.298706637908783
chest_xray_split/train\PNEUMONIA\person1320_bacteria_3345.jpeg,PNEUMONIA,122.69498459696513,3978.632016386845,141.0,0,255,7.1401005,0.002086248026976611,3978.632016386845,0.9997487204857428,-201544.31955768855,2.412582631027687
chest_xray_split/train\PNEUMONIA\person1320_bacteria_3346.jpeg,PNEUMONIA,152.07787148178807,3878.740308134975,180.0,0,255,7.040292,0.0018403352649006622,3878.740308134975,0.9997422507898523,-315603.86744206323,3.5145731855317752
chest_xray_split/train\PNEUMONIA\person1320_bacteria_3347.jpeg,PNEUMONIA,144.4931797542735,2833.0880664650167,163.0,0,255,7.0563493,0.0013087606837606837,2833.0880664650167,0.9996471528136924,-181889.8144721504,3.3977335381249816
chest_xray_split/train\PNEUMONIA\person1320_bacteria_3351.jpeg,PNEUMONIA,141.5855578459904,3077.2419075550074,142.0,0,255,7.6587663,0.0025384850794530674,3077.2419075550074,0.9996751392418037,-53271.24840915488,2.358789122981652
chest_xray_split/train\PNEUMONIA\person1320_bacteria_3352.jpeg,PNEUMONIA,152.28487754875886,3270.5111946270695,176.0,0,255,6.9055085,0.0016411790780141843,3270.5111946270695,0.9996943308640843,-253715.9550887985,3.6180606993554933
chest_xray_split/train\PNEUMONIA\person1320_bacteria_3355.jpeg,PNEUMONIA,152.36747407032632,2897.5238505722045,176.0,0,255,6.9053593,0.0027978486803271778,2897.5238505722045,0.9996549968012847,-194986.72131196904,3.4492650379958953
chest_xray_split/train\PNEUMONIA\person1320_virus_2277.jpeg,PNEUMONIA,119.91567809635592,6081.297627967694,145.0,0,255,6.936472,0.004076542588866533,6081.297627967694,0.9998355884468064,-229409.66690435246,1.6972785812167128
chest_xray_split/train\PNEUMONIA\person1321_bacteria_3358.jpeg,PNEUMONIA,143.95670354573733,6226.3381708020015,171.0,0,255,7.119707,0.0020824219889180517,6226.3381708020015,0.999839417745982,-363790.4135238784,2.1081058817150082
chest_xray_split/train\PNEUMONIA\person1321_bacteria_3359.jpeg,PNEUMONIA,128.0191438533058,5398.199992930926,153.0,0,255,7.020156,0.003608528466483012,5398.199992930926,0.9998147873756651,-269285.67305886565,2.0865559998007277
chest_xray_split/train\PNEUMONIA\person1321_virus_2279.jpeg,PNEUMONIA,117.15828422361592,6067.953090027564,135.0,0,255,7.4700356,0.0036804128820645907,6067.953090027564,0.9998352269353271,-140853.0664316062,1.621363738036509
chest_xray_split/train\PNEUMONIA\person1323_bacteria_3361.jpeg,PNEUMONIA,158.71793187477567,3245.0645692242947,180.0,0,255,7.1735,0.002904099178930366,3245.0645692242947,0.9996919346554345,-264270.9519230515,4.166394751359477
chest_xray_split/train\PNEUMONIA\person1323_bacteria_3362.jpeg,PNEUMONIA,158.7542350812147,2195.1174104862857,176.0,0,255,6.778472,0.0017710540254237289,2195.1174104862857,0.9995446509393237,-169158.10662717183,4.8128157047898
chest_xray_split/train\PNEUMONIA\person1323_bacteria_3363.jpeg,PNEUMONIA,163.60699100834938,1961.705545538134,179.0,0,255,6.6800346,0.0014093609505459216,1961.705545538134,0.9994904992232414,-168228.96837063035,6.391169577862218
chest_xray_split/train\PNEUMONIA\person1323_virus_2282.jpeg,PNEUMONIA,124.05522017045455,4861.392846450936,139.0,0,255,7.310589,0.002313037469287469,4861.392846450936,0.9997943399409347,-182470.80561146862,2.0552621554294563
chest_xray_split/train\PNEUMONIA\person1324_virus_2285.jpeg,PNEUMONIA,126.8838164940309,5665.880740301196,146.0,0,255,7.0919127,0.003219677969502408,5665.880740301196,0.9998235360781659,-239328.76344677605,1.9657936672524003
chest_xray_split/train\PNEUMONIA\person1325_bacteria_3366.jpeg,PNEUMONIA,111.71817761372462,4273.53036813831,116.0,0,228,7.5919695,0.00490123359831991,4273.53036813831,0.9997660561713507,-47847.93834584604,1.7630004036426474
chest_xray_split/train\PNEUMONIA\person1325_virus_2287.jpeg,PNEUMONIA,116.94915591610896,5641.325678388876,137.0,0,255,6.9266424,0.003082988434894916,5641.325678388876,0.999822768117794,-187920.23556253983,1.7880958585361473
chest_xray_split/train\PNEUMONIA\person1327_bacteria_3374.jpeg,PNEUMONIA,120.15687209506271,5778.900047760277,133.0,0,255,7.3920116,0.007220550513022889,5778.900047760277,0.9998269866274958,-133737.24771376426,1.753152568443265
chest_xray_split/train\PNEUMONIA\person1328_virus_2293.jpeg,PNEUMONIA,138.77501875517385,3145.586562445754,161.0,0,255,7.1669054,0.001981149972406181,3145.586562445754,0.999682195299524,-193434.64530120266,2.9382001778170936
chest_xray_split/train\PNEUMONIA\person1328_virus_2294.jpeg,PNEUMONIA,125.4053787030122,3473.503361659546,148.0,0,255,7.3299065,0.015296318770226537,3473.503361659546,0.9997121890826083,-165287.785751873,2.2555562411010412
chest_xray_split/train\PNEUMONIA\person1328_virus_2295.jpeg,PNEUMONIA,129.07853916683615,2434.428092412099,142.0,0,255,7.38721,0.0017297556097891668,2434.428092412099,0.9995893945696382,-84981.7583462374,2.5266411691735637
chest_xray_split/train\PNEUMONIA\person1329_bacteria_3377.jpeg,PNEUMONIA,89.97286025452144,1850.4257757665664,93.0,0,255,7.3121133,0.002978307254623044,1850.4257757665664,0.9994598757276209,-1794.591769486341,2.5456677825553986
chest_xray_split/train\PNEUMONIA\person132_bacteria_632.jpeg,PNEUMONIA,140.22799563717533,2198.248040818163,143.0,0,255,7.311384,0.0014787946428571428,2198.248040818163,0.9995452991288659,-49952.30118164024,2.54532240711412
chest_xray_split/train\PNEUMONIA\person1331_bacteria_3380.jpeg,PNEUMONIA,106.23599927675988,4648.475626665379,111.0,0,255,7.439804,0.00274379218900675,4648.475626665379,0.9997849219825425,-45116.56430638207,1.7760737228114427
chest_xray_split/train\PNEUMONIA\person1331_virus_2299.jpeg,PNEUMONIA,87.53568793889139,3375.72705961097,93.0,0,255,7.243265,0.001900306290153892,3375.72705961097,0.9997038552473011,-21715.152864701937,1.749831294694907
chest_xray_split/train\PNEUMONIA\person1332_virus_2300.jpeg,PNEUMONIA,141.07564798990884,5434.085017040527,159.0,0,255,7.3911285,0.0037318638392857145,5434.085017040527,0.9998160102377672,-279670.1398841602,2.2786103293766136
chest_xray_split/train\PNEUMONIA\person1333_bacteria_3383.jpeg,PNEUMONIA,156.58160783531022,2176.586770818151,172.0,0,255,7.17963,0.004329664689781022,2176.586770818151,0.9995407760492482,-113685.67013863621,3.733007199722542
chest_xray_split/train\PNEUMONIA\person1333_bacteria_3384.jpeg,PNEUMONIA,120.68349052208971,2248.6171180896667,132.0,0,255,7.304513,0.005508664791977233,2248.6171180896667,0.9995554799116886,-55206.27908613989,2.2324985364828485
chest_xray_split/train\PNEUMONIA\person1333_bacteria_3385.jpeg,PNEUMONIA,129.64412327430972,3296.3854766060517,151.0,0,255,7.25208,0.0019095138055222089,3296.3854766060517,0.9996967294218118,-139744.43864423526,2.2180549060164685
chest_xray_split/train\PNEUMONIA\person1333_bacteria_3386.jpeg,PNEUMONIA,142.12721605797577,2881.6332618042024,160.0,0,255,7.3275137,0.005124314199148379,2881.6332618042024,0.9996530949624254,-131198.1240442283,2.8462622197271483
chest_xray_split/train\PNEUMONIA\person1333_virus_2301.jpeg,PNEUMONIA,160.95379264392324,4403.525772662759,188.0,0,255,7.214504,0.004673507462686567,4403.525772662759,0.999772960801772,-387855.06555176293,3.489234494881197
chest_xray_split/train\PNEUMONIA\person1337_virus_2307.jpeg,PNEUMONIA,140.20058481352368,5242.389226016448,156.0,0,255,7.2866063,0.0015891295927401505,5242.389226016448,0.9998092836604542,-266269.4949245048,2.3305258391101065
chest_xray_split/train\PNEUMONIA\person1338_bacteria_3394.jpeg,PNEUMONIA,168.16156064559033,4482.340011698823,197.0,0,255,7.119412,0.0036039492531205236,4482.340011698823,0.9997769520051144,-423834.19817674946,3.6739839931204004
chest_xray_split/train\PNEUMONIA\person1338_bacteria_3395.jpeg,PNEUMONIA,140.69776755712365,6710.541636761266,169.0,0,255,7.1445227,0.0025565636200716845,6710.541636761266,0.9998510029358199,-346073.82411598024,1.9540662539903806
chest_xray_split/train\PNEUMONIA\person1338_virus_2308.jpeg,PNEUMONIA,105.3037965926768,5352.8047718429125,124.0,0,255,6.743557,0.004098360655737705,5352.8047718429125,0.9998132169470842,-125434.62675598377,1.59554992868554
chest_xray_split/train\PNEUMONIA\person1339_bacteria_3399.jpeg,PNEUMONIA,114.85205156500803,5697.106862848999,151.0,0,255,6.9203033,0.002284393392188336,5697.106862848999,0.9998245031158471,-215219.90967286532,1.5413433765365205
chest_xray_split/train\PNEUMONIA\person133_bacteria_634.jpeg,PNEUMONIA,109.64660237989979,2961.5302963511094,117.0,0,255,7.427159,0.005701075744179192,2961.5302963511094,0.9996624507093711,-38981.422733426494,1.7253892368675912
chest_xray_split/train\PNEUMONIA\person133_bacteria_635.jpeg,PNEUMONIA,105.22789493492618,2848.0606865190703,104.0,0,255,7.521454,0.008782233391608392,2848.0606865190703,0.9996490071254952,-5200.4961409892785,1.8033960858747988
chest_xray_split/train\PNEUMONIA\person133_virus_267.jpeg,PNEUMONIA,133.76552641752576,4739.823860412319,156.0,0,255,7.140324,0.003894974226804124,4739.823860412319,0.9997890661983141,-270549.18637471925,2.4582544473035846
chest_xray_split/train\PNEUMONIA\person1340_bacteria_3405.jpeg,PNEUMONIA,143.86488947663784,2633.6815692548066,164.0,0,255,6.9193497,0.0039075490522115066,2633.6815692548066,0.9996204474910101,-193833.8663034261,4.142201811829647
chest_xray_split/train\PNEUMONIA\person1340_virus_2311.jpeg,PNEUMONIA,112.15050637659415,4163.509452210868,121.0,0,255,7.534664,0.0012659414853713428,4163.509452210868,0.9997598756800831,-84612.06562913797,1.9205865938111593
chest_xray_split/train\PNEUMONIA\person1340_virus_2312.jpeg,PNEUMONIA,145.0740055407454,3437.7497720778874,157.0,0,255,7.5312395,0.003406338752112627,3437.7497720778874,0.9997091966364869,-152471.0640079455,2.7801421224620637
chest_xray_split/train\PNEUMONIA\person1341_bacteria_3406.jpeg,PNEUMONIA,129.75196664143598,6536.471310876047,176.0,0,255,6.836779,0.003370661224048443,6536.471310876047,0.9998470356576041,-340952.8455064137,1.6291507821514293
chest_xray_split/train\PNEUMONIA\person1341_virus_2313.jpeg,PNEUMONIA,101.15432614260739,4550.129518388012,116.0,0,255,7.0445976,0.00365649975024975,4550.129518388012,0.9997802743261953,-89440.07005129436,1.6862780108798248
chest_xray_split/train\PNEUMONIA\person1342_bacteria_3407.jpeg,PNEUMONIA,121.47807405051361,4284.484590758722,137.0,0,255,7.2949905,0.004847563848836113,4284.484590758722,0.9997666541603821,-179112.56850743396,2.186379620958724
chest_xray_split/train\PNEUMONIA\person1342_virus_2315.jpeg,PNEUMONIA,120.97435569437468,5122.353369083552,135.0,0,255,7.257476,0.003994537920642893,5122.353369083552,0.9998048153371512,-166887.64664928566,1.9792907800870243
chest_xray_split/train\PNEUMONIA\person1343_bacteria_3411.jpeg,PNEUMONIA,169.11283970434522,3792.343298819758,196.0,0,255,6.7584343,0.004433732765915087,3792.343298819758,0.9997363803059135,-395999.48793237976,4.499172062697521
chest_xray_split/train\PNEUMONIA\person1343_bacteria_3413.jpeg,PNEUMONIA,150.0675661662385,3855.12357252459,174.0,0,255,7.275365,0.00476845161635624,3855.12357252459,0.999740672211045,-276452.5770099045,3.147648370751176
chest_xray_split/train\PNEUMONIA\person1343_bacteria_3414.jpeg,PNEUMONIA,150.0675661662385,3855.12357252459,174.0,0,255,7.275365,0.00476845161635624,3855.12357252459,0.999740672211045,-276452.5770099045,3.147648370751176
chest_xray_split/train\PNEUMONIA\person1343_bacteria_3415.jpeg,PNEUMONIA,156.02307218127078,3490.9086162157696,182.0,0,255,6.673087,0.003965946843853821,3490.9086162157696,0.9997136236626135,-323990.74894163245,4.0902422980953865
chest_xray_split/train\PNEUMONIA\person1343_bacteria_3416.jpeg,PNEUMONIA,133.4643242288899,3586.795765273153,154.0,0,255,6.9938145,0.0014179963862167252,3586.795765273153,0.9997212773342119,-243064.10593455101,3.008724036051501
chest_xray_split/train\PNEUMONIA\person1343_bacteria_3417.jpeg,PNEUMONIA,164.36391192550036,1554.3219220300489,178.0,0,255,6.7449007,0.0018566994069681246,1554.3219220300489,0.9993570462900088,-111198.80145539355,6.553339820389614
chest_xray_split/train\PNEUMONIA\person1343_bacteria_3418.jpeg,PNEUMONIA,135.01339013767057,2242.0905306061377,148.0,0,255,7.231472,0.0014429519980506823,2242.0905306061377,0.9995541865179512,-87651.88625928598,2.8140271593674835
chest_xray_split/train\PNEUMONIA\person1343_virus_2316.jpeg,PNEUMONIA,139.23675394144144,4132.023629038393,158.0,0,255,7.6193347,0.0037644787644787645,4132.023629038393,0.9997580463869178,-199165.73911875265,2.527654061969248
chest_xray_split/train\PNEUMONIA\person1344_bacteria_3421.jpeg,PNEUMONIA,126.25673076923077,4563.848250151289,154.0,0,255,7.2838964,0.004829545454545454,4563.848250151289,0.9997809346674411,-218371.71936751797,2.0387026498880356
chest_xray_split/train\PNEUMONIA\person1344_virus_2319.jpeg,PNEUMONIA,105.76224258352535,4668.93098761195,122.0,0,255,7.000413,0.0031556019585253455,4668.93098761195,0.9997858640732267,-115274.77335653461,1.7615253765790007
chest_xray_split/train\PNEUMONIA\person1344_virus_2320.jpeg,PNEUMONIA,121.75196745488796,6105.184281586686,145.0,0,255,7.009583,0.0037706970057505454,6105.184281586686,0.9998362316048968,-228198.94287640785,1.720998080114138
chest_xray_split/train\PNEUMONIA\person1345_bacteria_3422.jpeg,PNEUMONIA,128.33944362462276,5069.692079863089,140.0,0,255,7.4812627,0.002325858778625954,5069.692079863089,0.9998027882615923,-180503.01084519137,2.0473019709448836
chest_xray_split/train\PNEUMONIA\person1345_bacteria_3424.jpeg,PNEUMONIA,136.77664259416596,3192.5160223302046,154.0,0,255,7.3147874,0.003894966015293118,3192.5160223302046,0.9996868655134317,-154884.73932347196,2.6022830642110115
chest_xray_split/train\PNEUMONIA\person1345_bacteria_3425.jpeg,PNEUMONIA,163.77886214408443,3524.093084579116,189.0,0,255,6.864806,0.0018555166912125674,3524.093084579116,0.9997163195478795,-337835.4351865581,4.532821299224038
chest_xray_split/train\PNEUMONIA\person1345_bacteria_3426.jpeg,PNEUMONIA,119.92769978897147,2303.953246507359,127.0,0,255,7.3215466,0.0013920428479677035,2303.953246507359,0.9995661517206411,-60212.49655787256,2.3702122974802258
chest_xray_split/train\PNEUMONIA\person1345_bacteria_3427.jpeg,PNEUMONIA,134.3254638030284,4003.8065073532953,159.0,0,255,7.310057,0.005696512743503108,4003.8065073532953,0.999750300046166,-187813.36334811043,2.1203241024021495
chest_xray_split/train\PNEUMONIA\person1345_bacteria_3428.jpeg,PNEUMONIA,147.37677054298885,3965.9325508189995,163.0,0,255,7.354803,0.0033601790308747854,3965.9325508189995,0.9997479160567544,-253736.62266194538,3.198517396010374
chest_xray_split/train\PNEUMONIA\person1346_bacteria_3430.jpeg,PNEUMONIA,107.28618096646943,5215.454908064556,113.0,0,255,7.2176914,0.004354830977427131,5215.454908064556,0.9998082989276005,-50611.933740591405,1.719390522293382
chest_xray_split/train\PNEUMONIA\person1346_virus_2322.jpeg,PNEUMONIA,114.0519829184322,3760.5886742327593,123.0,0,255,7.6176224,0.002668167372881356,3760.5886742327593,0.9997341548780041,-74157.86006451093,1.9731488475046142
chest_xray_split/train\PNEUMONIA\person1347_virus_2323.jpeg,PNEUMONIA,124.09929166666667,5398.995372225537,138.0,0,255,7.415618,0.005265151515151515,5398.995372225537,0.9998148146561119,-152613.53143828068,1.971703612928724
chest_xray_split/train\PNEUMONIA\person1348_virus_2324.jpeg,PNEUMONIA,151.70516801343442,3307.02656353062,177.0,0,255,6.8182464,0.0022563902190298837,3307.02656353062,0.9996977049667544,-253922.47487686013,3.4723675998130945
chest_xray_split/train\PNEUMONIA\person1348_virus_2326.jpeg,PNEUMONIA,143.56389881227204,2755.8127857953855,161.0,0,255,7.025447,0.0020423092017175307,2755.8127857953855,0.9996372622743364,-158751.12195162266,3.2419358727515375
chest_xray_split/train\PNEUMONIA\person1349_bacteria_3438.jpeg,PNEUMONIA,149.91264622304064,2553.597640799025,167.0,0,255,7.114887,0.0033459077420380477,2553.597640799025,0.9996085489221358,-159315.35349863002,3.588308255105284
chest_xray_split/train\PNEUMONIA\person1349_bacteria_3439.jpeg,PNEUMONIA,128.34734190009436,4066.606624564673,145.0,0,255,7.5045533,0.005191800360329444,4066.606624564673,0.999754155184535,-150160.2441507742,2.048981944164539
chest_xray_split/train\PNEUMONIA\person134_bacteria_640.jpeg,PNEUMONIA,118.88211816923626,2603.65836952223,123.0,0,255,7.4756155,0.004617090302994226,2603.65836952223,0.9996160724908489,-36926.071867683946,2.01219463616425
chest_xray_split/train\PNEUMONIA\person134_bacteria_641.jpeg,PNEUMONIA,152.73384640194953,2542.9108853127036,169.0,0,255,7.143243,0.005542216169724771,2542.9108853127036,0.9996069044691095,-163261.04294736744,3.936680631155664
chest_xray_split/train\PNEUMONIA\person134_bacteria_644.jpeg,PNEUMONIA,142.33535630801256,1818.178015901999,149.0,0,255,7.1836886,0.00326640561015561,1818.178015901999,0.9994503011847886,-65821.19664916652,3.273204632240469
chest_xray_split/train\PNEUMONIA\person134_virus_268.jpeg,PNEUMONIA,144.56632221830617,4193.024692646255,158.0,0,255,7.6098623,0.00459889959273183,4193.024692646255,0.9997615655430562,-196739.27359442398,2.5806414906713835
chest_xray_split/train\PNEUMONIA\person1350_virus_2329.jpeg,PNEUMONIA,125.75142538667929,5069.291709517358,135.0,0,255,7.5198617,0.0038667929292929295,5069.291709517358,0.9998027726889711,-129440.7792311554,1.9699694411074542
chest_xray_split/train\PNEUMONIA\person1351_bacteria_3441.jpeg,PNEUMONIA,129.8358495556496,4440.34642534681,148.0,0,255,7.036449,0.0018527824798984342,4440.34642534681,0.9997748430533828,-242354.35617638304,2.495599972855649
chest_xray_split/train\PNEUMONIA\person1351_virus_2330.jpeg,PNEUMONIA,133.32805130213598,3990.614601406908,148.0,0,255,7.5270786,0.0028636884306987398,3990.614601406908,0.9997494748116095,-178010.787580114,2.4429443076364805
chest_xray_split/train\PNEUMONIA\person1352_bacteria_3442.jpeg,PNEUMONIA,138.86162218851993,2489.4361461658636,148.0,0,255,7.293953,0.004028753370228466,2489.4361461658636,0.9995984639069989,-103595.95718693305,2.85587179687992
chest_xray_split/train\PNEUMONIA\person1352_bacteria_3445.jpeg,PNEUMONIA,132.1659151034151,5027.955775449261,139.0,0,255,7.610894,0.004105790043290043,5027.955775449261,0.999801151562143,-148060.17403499753,2.0774917680633243
chest_xray_split/train\PNEUMONIA\person1353_bacteria_3446.jpeg,PNEUMONIA,125.01749767835682,6159.587981141424,139.0,0,255,7.3256397,0.0045801240030591064,6159.587981141424,0.9998376778315542,-161846.38804995318,1.8045727818681996
chest_xray_split/train\PNEUMONIA\person1353_virus_2333.jpeg,PNEUMONIA,157.39420665394175,4154.260261625353,168.0,0,255,7.4726276,0.0032619129527698865,4154.260261625353,0.9997593411875461,-234148.2963070593,3.1203069759526727
chest_xray_split/train\PNEUMONIA\person1354_bacteria_3448.jpeg,PNEUMONIA,130.31451297686053,5077.667517641169,139.0,0,255,7.4948425,0.0034543073796122576,5077.667517641169,0.9998030979589575,-163149.58687027436,2.0624971806599026
chest_xray_split/train\PNEUMONIA\person1355_bacteria_3449.jpeg,PNEUMONIA,139.11402370914857,1747.9318423944214,141.0,0,244,7.333249,0.010784870104132887,1747.9318423944214,0.9994282224293939,-25312.931123255967,2.5589038874757937
chest_xray_split/train\PNEUMONIA\person1356_virus_2337.jpeg,PNEUMONIA,161.43723603653746,3449.105311547034,174.0,0,255,7.4433155,0.00383872446306967,3449.105311547034,0.9997101537751172,-221725.20187425546,3.8129610799705764
chest_xray_split/train\PNEUMONIA\person1358_bacteria_3465.jpeg,PNEUMONIA,125.79105522051657,5592.516756461438,147.0,0,255,7.2787046,0.004936494883040936,5592.516756461438,0.9998212215957261,-209869.83261799888,1.8813001211743188
chest_xray_split/train\PNEUMONIA\person135_bacteria_647.jpeg,PNEUMONIA,125.4810763888889,2144.781083695884,133.0,0,255,7.292704,0.002475198412698413,2144.781083695884,0.9995339692349801,-75929.71298056023,2.8653291398650165
chest_xray_split/train\PNEUMONIA\person135_virus_271.jpeg,PNEUMONIA,113.35492908055875,4438.903466483441,128.0,0,255,7.2549415,0.003299308744737849,4438.903466483441,0.9997747698778703,-134421.82977482214,1.8716415832732587
chest_xray_split/train\PNEUMONIA\person1363_bacteria_3483.jpeg,PNEUMONIA,169.60715684386236,3208.8786079346964,193.0,0,255,6.6303205,0.0025552131484334875,3208.8786079346964,0.9996884617388557,-352089.468049189,5.759475423845034
chest_xray_split/train\PNEUMONIA\person1363_bacteria_3484.jpeg,PNEUMONIA,142.11092165620474,4568.663194711269,159.0,0,255,7.4723196,0.00501154333655239,4568.663194711269,0.9997811654913304,-229124.12082028366,2.488235626665423
chest_xray_split/train\PNEUMONIA\person1363_virus_2346.jpeg,PNEUMONIA,147.09669920615733,4481.217006502812,162.0,0,255,7.605701,0.005132147606382979,4481.217006502812,0.9997768961211496,-235055.00395766733,2.646657862098298
chest_xray_split/train\PNEUMONIA\person1365_virus_2348.jpeg,PNEUMONIA,150.23784205522486,4055.979369690166,164.0,0,255,7.5382886,0.005280671296296296,4055.979369690166,0.9997535111941975,-232368.78792585895,2.987174604103213
chest_xray_split/train\PNEUMONIA\person1366_bacteria_3490.jpeg,PNEUMONIA,167.10094485694663,4153.672824914879,195.0,0,255,6.9211774,0.0028310181895694186,4153.672824914879,0.999759307160361,-420873.53702859324,4.119762011208131
chest_xray_split/train\PNEUMONIA\person1366_virus_2349.jpeg,PNEUMONIA,106.45710615412273,5124.762858803667,126.0,0,255,6.8204217,0.002064856983061681,5124.762858803667,0.9998049070884576,-141545.33381813375,1.645675316344153
chest_xray_split/train\PNEUMONIA\person1367_virus_2351.jpeg,PNEUMONIA,117.63808361722572,5706.530588604151,134.0,0,255,7.170971,0.004612341311437223,5706.530588604151,0.999824792879429,-154244.91296987503,1.725109928237453
chest_xray_split/train\PNEUMONIA\person1368_virus_2352.jpeg,PNEUMONIA,164.81803608956903,2820.376037141754,182.0,0,255,7.325225,0.007690400781434999,2820.376037141754,0.9996455630207262,-192669.80847489976,3.9974929949156555
chest_xray_split/train\PNEUMONIA\person1368_virus_2353.jpeg,PNEUMONIA,166.93885973282443,2621.2844941427684,180.0,0,255,7.3742213,0.007671900300717094,2621.2844941427684,0.999618653123933,-140677.3632858707,3.4000547771354084
chest_xray_split/train\PNEUMONIA\person1368_virus_2354.jpeg,PNEUMONIA,138.16681716288846,5105.927210248565,153.0,0,255,7.6387577,0.07426946972115794,5105.927210248565,0.9998041875360993,-205470.6093424826,2.1810868509453445
chest_xray_split/train\PNEUMONIA\person1369_virus_2355.jpeg,PNEUMONIA,136.1933077443641,2290.5633648909975,148.0,0,255,6.9985285,0.002810028338197352,2290.5633648909975,0.9995636166927256,-154286.13575484016,4.341418801914483
chest_xray_split/train\PNEUMONIA\person136_bacteria_648.jpeg,PNEUMONIA,96.33236709321682,2422.578575758711,104.0,0,255,7.1000466,0.004096441947565543,2422.578575758711,0.9995873870110908,-56156.0977814459,2.4516351037495174
chest_xray_split/train\PNEUMONIA\person136_bacteria_649.jpeg,PNEUMONIA,143.22903439153438,2424.3749095026374,160.0,0,255,7.1440716,0.0031782774838330394,2424.3749095026374,0.9995876926094676,-136902.93260091858,3.4980443183659924
chest_xray_split/train\PNEUMONIA\person136_bacteria_650.jpeg,PNEUMONIA,112.75798246891996,2331.039092870128,117.0,0,255,7.4613123,0.008721024346024345,2331.039092870128,0.9995711907218634,-30770.369906958134,2.1127315370235826
